ID,Source,Sample,Scan  #,Side,Treatment,Region,Sq,Ssk,Sku,Sp,Sv,Sz,Sa,Area size,Analyst
637,I14,I14.2.16b.23,5,Dorsal,Heated,South Africa,79.13,0.27,3.07,274.14,239.14,513.28,62.99,46184227.25,MM
638,I14,I14.2.16b.23,6,Ventral,Heated,South Africa,55.11,-0.83,5.36,172.08,293.57,465.65,41.82,50065396.7,MM
639,I14,I14.2.16b.23,7,Ventral,Heated,South Africa,70.33,0.92,4.45,357.69,195.09,552.78,53.25,60061104.91,MM
640,I14,I14.2.16b.23,8,Ventral,Heated,South Africa,88.52,0.6,3.08,275.49,221.38,496.87,70.47,58664596.44,MM
641,I14,I14.2.16b.23,9,Ventral,Heated,South Africa,73.85,-0.29,2.22,163.16,245.36,408.52,63.02,37993015.59,MM
642,I14,I14.2.16b.23,10,Ventral,Heated,South Africa,73.85,-0.31,2.35,193.29,264.95,458.24,61.71,43546555.38,MM
643,I14,I14.2.16b.18,1,Dorsal,Heated,South Africa,63.2,0.33,2.87,222.85,214.09,436.94,50.93,45136394.08,MM
644,I14,I14.2.16b.18,2,Dorsal,Heated,South Africa,50.2,0.55,4.06,208.06,206.75,414.81,37.71,47954443.25,MM
645,I14,I14.2.16b.18,3,Dorsal,Heated,South Africa,76.61,0.64,3.42,264.23,204.71,468.94,59.44,45903517.74,MM
646,I14,I14.2.16b.18,4,Dorsal,Heated,South Africa,55,0.35,3.53,179.27,202.07,381.34,42.48,47604053,MM
647,I14,I14.2.16b.18,5,Dorsal,Heated,South Africa,55.86,-0.3,3.04,169.25,216.77,386.02,43.64,45751849.87,MM
648,I14,I14.2.16b.18,6,Ventral,Heated,South Africa,52.01,0,3.91,215.79,221.67,437.46,40.69,46216989.24,MM
649,I14,I14.2.16b.18,7,Ventral,Heated,South Africa,99.34,0.05,2.17,241.44,270.27,511.71,84.01,46261709.45,MM
650,I14,I14.2.16b.18,8,Ventral,Heated,South Africa,65.5,-0.38,2.19,146.59,235.73,382.32,55.32,44782625.24,MM
651,I14,I14.2.16b.18,9,Ventral,Heated,South Africa,75.6,-0.12,2.42,209.21,220.23,429.44,62.48,44346541.73,MM
652,I14,I14.2.16b.18,10,Ventral,Heated,South Africa,68.98,-0.17,2.64,187.8,242.88,430.68,56.38,38920222.97,MM
653,I14,I14.2.16b.38,1,Dorsal,Heated,South Africa,63.52,0.43,3.36,213.86,236.76,450.62,49.33,46199789.15,MM
654,I14,I14.2.16b.38,2,Dorsal,Heated,South Africa,81.31,-0.4,3.21,247.86,341.27,589.13,64.94,44405943.45,MM
655,I14,I14.2.16b.38,3,Dorsal,Heated,South Africa,88.41,0.35,2.64,262.42,208.66,471.08,71.47,45161272.77,MM
656,I14,I14.2.16b.38,4,Dorsal,Heated,South Africa,57.72,0.26,2.85,186.82,163.56,350.38,45.45,47805416.82,MM
657,I14,I14.2.16b.38,5,Dorsal,Heated,South Africa,80.81,0.36,2.72,239.48,214.59,454.07,65.4,47607493.02,MM
658,I14,I14.2.16b.38,6,Ventral,Heated,South Africa,74.15,-0.58,2.84,181.52,318.6,500.12,60.86,47286256.91,MM
659,I14,I14.2.16b.38,7,Ventral,Heated,South Africa,113.11,0.06,1.95,274.03,304.08,578.11,98.51,46989962.33,MM
660,I14,I14.2.16b.38,8,Ventral,Heated,South Africa,79.23,0.08,3.03,265.56,284.72,550.28,63.44,47222870.51,MM
661,I14,I14.2.16b.38,9,Ventral,Heated,South Africa,81.19,0.06,2.9,271.72,260.38,532.1,64.71,40997736.06,MM
662,I14,I14.2.16b.38,10,Ventral,Heated,South Africa,70.51,-0.19,2.9,208.06,261.56,469.62,54.32,42737975.36,MM
663,I14,I14.2.16b.34c,1,Dorsal,Heated,South Africa,68.7,-0.42,2.68,166.05,290.1,456.15,55.5,35318633.7,MM
664,I14,I14.2.16b.34c,2,Dorsal,Heated,South Africa,62.79,-0.16,2.18,163.6,192.72,356.32,53.03,31056143.76,MM
665,I14,I14.2.16b.34c,3,Dorsal,Heated,South Africa,141.98,-2.49,15.12,284.95,1159.75,1444.7,92.08,51228375.26,MM
666,I14,I14.2.16b.34c,4,Dorsal,Heated,South Africa,70.18,0.14,3.9,292.26,263.75,556.01,55.17,27824419.92,MM
667,I14,I14.2.16b.34c,5,Ventral,Heated,South Africa,61.84,-0.35,2.82,191.89,231.59,423.48,50.85,47848258.45,MM
668,I14,I14.2.16b.34c,6,Ventral,Heated,South Africa,76.36,-0.65,2.72,139.97,255.34,395.31,62.9,31588970.36,MM
669,I14,I14.2.16b.34c,7,Ventral,Heated,South Africa,86.83,0.41,2.45,235.46,234.78,470.24,71.05,30392981.94,MM
670,I14,I14.2.16b.34c,8,Ventral,Heated,South Africa,58.61,-0.06,3.16,164.29,242.31,406.6,46.52,47146585.71,MM
671,I14,I14.2.16b.34c,9,Ventral,Heated,South Africa,84.82,0.34,2.46,220.63,270.27,490.9,70.15,47566827.73,MM
672,I14,I14.2.16b.34b,1,Dorsal,Heated,South Africa,74.55,0.68,2.85,275.86,199.07,474.93,61.1,41513445.43,MM
673,I14,I14.2.16b.34b,2,Dorsal,Heated,South Africa,61.17,0.2,2.67,185.25,238.86,424.11,49.88,45810889.44,MM
674,I14,I14.2.16b.34b,3,Dorsal,Heated,South Africa,89.98,-0.38,2.23,189.29,248.4,437.69,74.76,37553248.51,MM
675,I14,I14.2.16b.34b,4,Dorsal,Heated,South Africa,79.14,-0.19,2.61,199.63,259.1,458.73,64.61,41882378.51,MM
676,I14,I14.2.16b.34b,5,Dorsal,Heated,South Africa,82.66,0.67,3.33,274.52,263.42,537.94,64.7,50385217.47,MM
677,I14,I14.2.16b.34b,6,Ventral,Heated,South Africa,42.05,0.3,2.56,117.98,137.31,255.29,34.41,35232003.62,MM
678,I14,I14.2.16b.34b,7,Ventral,Heated,South Africa,67.2,0.29,2.14,198.52,200.57,399.09,56.63,37559941.87,MM
679,I14,I14.2.16b.34b,8,Ventral,Heated,South Africa,56.96,-0.16,2.64,157.55,168.89,326.44,45.93,39516552.16,MM
680,I14,I14.2.16b.34b,9,Ventral,Heated,South Africa,80.1,-0.23,2.66,202.45,296.64,499.09,64.9,39842500.36,MM
681,I14,I14.2.16b.34b,10,Ventral,Heated,South Africa,85.4,-0.07,2.17,183,275.41,458.41,70.94,33845618.45,MM
682,I14,I14.2.16B.45,1,Dorsal,Heated,South Africa,115.4,0.69,3.63,456.39,298.3,754.69,87.39,46798692.02,JM
683,I14,I14.2.16B.45,2,Dorsal,Heated,South Africa,90.94,0.68,3.14,293.54,244.63,538.17,72.59,46697203.6,JM
684,I14,I14.2.16B.45,3,Dorsal,Heated,South Africa,79.15,0.85,3.53,363.08,196.54,559.62,62.42,46212184.81,JM
685,I14,I14.2.16B.45,4,Dorsal,Heated,South Africa,84.16,0.02,2.49,220.6,247.32,467.92,68.6,47020590.42,JM
686,I14,I14.2.16B.45,5,Ventral,Heated,South Africa,74.18,-0.69,3.52,170.71,436.7,607.41,58.99,46327802.97,JM
687,I14,I14.2.16B.45,6,Ventral,Heated,South Africa,105.98,-0.97,3.72,322.89,414.24,737.13,82.6,46490172.15,JM
688,I14,I14.2.16B.45,7,Ventral,Heated,South Africa,114.07,0,2.85,293.59,489.51,783.1,90.75,44037187.32,JM
689,I14,I14.2.16B.45,8,Ventral,Heated,South Africa,93.78,-0.18,3.08,419.36,294.7,714.06,74.37,46298499.11,JM
690,I14,I14.2.16B.9,1,Dorsal,Heated,South Africa,65.27,0.29,3.05,207.73,319.49,527.22,51.06,46760039.01,JM
691,I14,I14.2.16B.9,2,Dorsal,Heated,South Africa,53.85,0.18,3.01,170.41,209.12,379.53,42.53,47249141.1,JM
692,I14,I14.2.16B.9,3,Dorsal,Heated,South Africa,64.58,0.21,2.49,200.37,184.8,385.17,53.12,47252027.56,JM
693,I14,I14.2.16B.9,4,Dorsal,Heated,South Africa,86.58,0.5,2.53,295.24,180.58,475.82,72.05,42326491.93,JM
694,I14,I14.2.16B.9,5,Ventral,Heated,South Africa,48.05,-0.5,3.47,137.03,439.23,576.26,39.19,46222358.35,JM
695,I14,I14.2.16B.9,6,Ventral,Heated,South Africa,44.35,-0.26,2.75,108.29,181.4,289.69,36.32,46577086.33,JM
696,I14,I14.2.16B.9,7,Ventral,Heated,South Africa,56.34,-0.26,3.44,155.51,523.91,679.42,45.07,46315400.75,JM
697,I14,I14.2.16B.9,8,Ventral,Heated,South Africa,65.31,-0.2,3.48,190.87,232.61,423.48,48.79,46468628.99,JM
698,I14,I14.2.16B.5,1,Dorsal,Heated,South Africa,55.42,-0.45,3.1,141.73,208.82,350.55,44.31,46875866.05,JM
699,I14,I14.2.16B.5,2,Dorsal,Heated,South Africa,79.14,0.56,3.18,259.39,400.66,660.05,61.66,46012874.77,JM
700,I14,I14.2.16B.5,3,Dorsal,Heated,South Africa,70.03,0.71,3.26,246.16,181.47,427.63,56.47,46791790.11,JM
701,I14,I14.2.16B.5,4,Dorsal,Heated,South Africa,51.07,0.26,2.49,140.57,162.73,303.3,42.2,44023425.61,JM
702,I14,I14.2.16B.5,5,Dorsal,Heated,South Africa,68.24,-0.18,3.75,209.03,283.32,492.35,53.1,46443633.44,JM
703,I14,I14.2.16B.5,6,Ventral,Heated,South Africa,71.1,-0.23,4.17,229.84,292.45,522.29,53.31,46716557.81,JM
704,I14,I14.2.16B.5,7,Ventral,Heated,South Africa,50.3,-0.41,3.06,137.36,236.35,373.71,40.53,46406416.48,JM
705,I14,I14.2.16B.5,8,Ventral,Heated,South Africa,71.48,-0.15,2.98,256.1,241.5,497.6,57.58,43632586.12,JM
706,I14,I14.2.16B.5,9,Ventral,Heated,South Africa,83.73,-1.28,4.26,146.12,372.8,518.92,65.65,46532315.44,
707,I14,I14.2.16B.5,10,Ventral,Heated,South Africa,88.13,-0.57,3.73,215.64,366.38,582.02,69.34,45785826.75,
708,I14,I14.2.16b.34a,1,Dorsal,Heated,South Africa,101.62,-0.44,2.89,253.17,300.51,553.68,79.96,45898046.73,MM
709,I14,I14.2.16b.34a,2,Dorsal,Heated,South Africa,58.3,0.73,3.46,217.74,149.8,367.54,45.02,28452699.78,MM
710,I14,I14.2.16b.34a,3,Dorsal,Heated,South Africa,64.12,0.8,2.97,206.97,191.3,398.27,51.72,32954683.19,MM
711,I14,I14.2.16b.34a,4,Dorsal,Heated,South Africa,48.56,1.2,5.03,228.12,153.66,381.78,36.51,46202678.83,MM
712,I14,I14.2.16b.34a,5,Dorsal,Heated,South Africa,29.59,-0.27,5.25,137.26,165.98,303.24,21.83,47673695.66,MM
713,I14,I14.2.16b.34a,6,Ventral,Heated,South Africa,92.07,0.17,2.82,252.38,257.58,509.96,73.18,41531243.81,MM
714,I14,I14.2.16b.34a,7,Ventral,Heated,South Africa,59.17,0.78,4.82,266.93,220.86,487.79,43.79,47920226.56,MM
715,I14,I14.2.16b.34a,8,Ventral,Heated,South Africa,79.26,-0.6,2.92,197.08,276.44,473.52,64.15,46940736.08,MM
716,I14,I14.2.16b.34a,9,Ventral,Heated,South Africa,72.69,-0.2,2.89,218.55,299.24,517.79,58.79,45009577.37,MM
717,I14,I14.2.16b.34a,10,Ventral,Heated,South Africa,50.12,0.64,3.81,184.89,166.99,351.88,38.34,43606058.66,MM
718,I14,I14.2.16B.43,1,Dorsal,Heated,South Africa,89.33,0.83,3.87,355.07,210.91,565.98,69.09,56668879.75,MM
719,I14,I14.2.16B.43,2,Dorsal,Heated,South Africa,112.98,1.52,6.5,580.16,282,862.16,78.97,56798594.06,MM
720,I14,I14.2.16B.43,3,Dorsal,Heated,South Africa,100.47,0.86,3.32,335.21,270.19,605.4,79.71,43039295.55,MM
721,I14,I14.2.16B.43,4,Dorsal,Heated,South Africa,88.02,-0.13,2.84,257.51,403.53,661.04,70.73,37532026.2,MM
722,I14,I14.2.16B.43,5,Dorsal,Heated,South Africa,73.08,-0.57,2.89,171.52,297.56,469.08,57.87,46033779.98,MM
723,I14,I14.2.16B.43,6,Ventral,Heated,South Africa,88.4,-0.11,3.18,306.21,294.82,601.03,69.17,47150661.99,MM
724,I14,I14.2.16B.43,7,Ventral,Heated,South Africa,69.93,-0.25,2.41,154.58,323.26,477.84,58.5,44765257.51,MM
725,I14,I14.2.16B.43,8,Ventral,Heated,South Africa,67.68,0.01,2.38,208.83,252.02,460.85,56.7,47436930.18,MM
726,I14,I14.2.16B.43,9,Ventral,Heated,South Africa,56.44,-0.29,2.47,155.41,224.07,379.48,47.17,24533202.42,MM
727,I14,I14.2.16B.43,10,Ventral,Heated,South Africa,77.06,0.01,2.56,270.05,215.53,485.58,63.05,47638871.79,MM
728,I14,I14.2.16B.8,1,Ventral,Heated,South Africa,54.98,0.05,3.56,220.53,209.09,429.62,41.92,42797836.42,MM
729,I14,I14.2.16B.8,2,Ventral,Heated,South Africa,59.98,-0.23,2.8,170.07,220.07,390.14,48.07,44671858.47,MM
730,I14,I14.2.16B.8,3,Ventral,Heated,South Africa,55.22,-0.97,3.95,161.5,221.24,382.74,42.27,44628623.61,MM
731,I14,I14.2.16B.8,4,Ventral,Heated,South Africa,70.82,0.18,2.81,234.43,293.14,527.57,57.73,47993572.52,MM
732,I14,I14.2.16B.8,5,Ventral,Heated,South Africa,50.87,0.48,4.02,236.04,178.24,414.28,38.75,45786936.9,MM
733,I14,I14.2.16B.8,6,Dorsal,Heated,South Africa,43.47,-0.65,4.38,146.19,210.81,357,32.55,48335398.07,MM
734,I14,I14.2.16B.8,7,Dorsal,Heated,South Africa,49.13,-0.29,2.98,162.85,248.01,410.86,39.42,43363635.7,MM
735,I14,I14.2.16B.8,8,Dorsal,Heated,South Africa,70.29,0.79,4.27,259.07,269.79,528.86,51.04,40817815.29,MM
736,I14,I14.2.16B.8,9,Dorsal,Heated,South Africa,61.29,-0.34,3.2,196.72,233.19,429.91,48.14,48030174.75,MM
737,I14,I14.2.16B.8,10,Dorsal,Heated,South Africa,61.63,0.54,3.7,235.55,194.61,430.16,47.95,48315008.91,MM
738,I14,I14.2.16B.50,1,Dorsal,Heated,South Africa,94.27,0.49,2.35,319.33,222.45,541.78,79.78,47477763.54,MM
739,I14,I14.2.16B.50,2,Dorsal,Heated,South Africa,64.19,-0.63,4.25,221.78,296.98,518.76,47.71,46394678.9,MM
740,I14,I14.2.16B.50,3,Dorsal,Heated,South Africa,75.58,-1.11,5.82,204.62,383.19,587.81,52.74,48169501.85,MM
741,I14,I14.2.16B.50,4,Dorsal,Heated,South Africa,101.82,-0.19,3.01,309.85,319.12,628.97,79.58,37774759.52,MM
742,I14,I14.2.16B.50,5,Dorsal,Heated,South Africa,84.21,0.12,2.35,275.33,255.71,531.04,70.56,41832304.86,MM
743,I14,I14.2.16B.50,6,Ventral,Heated,South Africa,93.9,0.04,3.48,281.99,291.27,573.26,71.6,39708339.43,MM
744,I14,I14.2.16B.50,7,Ventral,Heated,South Africa,45.88,0.43,3.42,158.99,177.95,336.94,35.77,48350245.26,MM
745,I14,I14.2.16B.50,8,Ventral,Heated,South Africa,55.71,-0.5,3.38,161.49,250.38,411.87,44.05,48145795.78,MM
746,I14,I14.2.16B.50,9,Ventral,Heated,South Africa,60.03,-0.53,2.76,162.7,201.93,364.63,48.76,48665855.32,MM
747,I14,I14.2.16B.50,10,Ventral,Heated,South Africa,84.86,-0.09,3.73,373.25,325.95,699.2,65.46,47585448.2,MM
748,I14,I14.2.16B.52,1,Dorsal,Heated,South Africa,92.6,0.23,3.94,388.6,498.45,887.05,70.13,46496750.1,JM
749,I14,I14.2.16B.52,2,Dorsal,Heated,South Africa,84.26,0.92,4.87,420.76,292.16,712.92,63.4,47457828.49,JM
750,I14,I14.2.16B.52,3,Dorsal,Heated,South Africa,94.4,1.39,4.66,441.51,226.78,668.29,73.49,44882649.38,JM
751,I14,I14.2.16B.52,4,Dorsal,Heated,South Africa,85.59,1.77,7.24,437.15,290.36,727.51,60.69,45685155.05,JM
752,I14,I14.2.16B.52,5,Dorsal,Heated,South Africa,86.44,0.14,2.37,223.28,246.8,470.08,70.63,43182199.61,JM
753,I14,I14.2.16B.52,6,Ventral,Heated,South Africa,103.15,-0.5,3.93,355,365.7,720.7,78.34,45034650.72,JM
754,I14,I14.2.16B.52,7,Ventral,Heated,South Africa,110.76,-1.56,5.52,159.15,519.95,679.1,83.89,46045720.66,JM
755,I14,I14.2.16B.52,8,Ventral,Heated,South Africa,116.66,-0.5,3.58,376.59,489.67,866.26,92.04,41482425.41,JM
756,I14,I14.2.16B.52,9,Ventral,Heated,South Africa,70.39,-0.1,3,222.83,228.41,451.24,55.94,45944263.61,JM
757,I14,I14.2.16B.52,10,Ventral,Heated,South Africa,105.52,0.06,3.49,328.5,626.27,954.77,79.52,45915644.36,JM
758,I14,I14.2.16A.30,1,Dorsal,Unheated,South Africa,116.86,0.4,2.54,357.07,292.04,649.11,95.51,40982211.03,MM
759,I14,I14.2.16A.30,2,Dorsal,Unheated,South Africa,91.79,0.32,2.33,276.91,221.52,498.43,77.22,54698764.82,MM
760,I14,I14.2.16A.30,3,Dorsal,Unheated,South Africa,85.11,0.34,3,343.11,274.84,617.95,69.58,53395219.84,MM
761,I14,I14.2.16A.30,4,Dorsal,Unheated,South Africa,104.66,0.17,2.82,329.76,298.18,627.94,82.97,45061709.15,MM
762,I14,I14.2.16A.30,5,Dorsal,Unheated,South Africa,124.51,0.02,2.23,338.67,343.82,682.49,105.01,42369726.9,MM
763,I14,I14.2.16A.30,6,Ventral,Unheated,South Africa,56.73,0.18,3.26,200.04,216.11,416.15,44.72,45569527.18,MM
764,I14,I14.2.16A.30,7,Ventral,Unheated,South Africa,111.09,0.19,2.34,329.84,273.28,603.12,92.18,35525762.52,MM
765,I14,I14.2.16A.30,8,Ventral,Unheated,South Africa,63.96,-0.03,2.87,237.31,299.31,536.62,51.05,44405851.75,MM
766,I14,I14.2.16A.30,9,Ventral,Unheated,South Africa,73.85,0.29,2.91,242.77,206.73,449.5,59.61,28145232.22,MM
767,I14,I14.2.16A.30,10,Ventral,Unheated,South Africa,78.4,-0.38,2.68,243.24,267.91,511.15,63.86,41037495.44,MM
768,I14,I14.2.16A.2,1,Dorsal,Unheated,South Africa,83.86,0.1,2.75,285.79,254.23,540.02,68.02,41930338.68,MM
769,I14,I14.2.16A.2,2,Dorsal,Unheated,South Africa,61.52,0.13,2.51,195.58,244.35,439.93,51.28,25676107.57,MM
770,I14,I14.2.16A.2,3,Dorsal,Unheated,South Africa,96.64,-0.3,3.04,308.9,356.73,665.63,77.53,44229678.76,MM
771,I14,I14.2.16A.2,4,Dorsal,Unheated,South Africa,78.39,0.12,3.09,261.79,284.32,546.11,61.9,39855207.6,MM
772,I14,I14.2.16A.2,5,Dorsal,Unheated,South Africa,83,0.31,2.47,232.47,220.77,453.24,69.47,33041772.51,MM
773,I14,I14.2.16A.2,6,Ventral,Unheated,South Africa,97.65,0.63,2.7,345.74,255.17,600.91,80.16,35200600.17,MM
774,I14,I14.2.16A.2,7,Ventral,Unheated,South Africa,83.47,-0.45,2.9,215.82,313.21,529.03,67.07,44263040.71,MM
775,I14,I14.2.16A.2,8,Ventral,Unheated,South Africa,99.16,-0.23,2.64,248.72,296.17,544.89,79.78,45564175.96,MM
776,I14,I14.2.16A.2,9,Ventral,Unheated,South Africa,78.74,-0.15,2.36,191.63,219.82,411.45,64.53,47586594.73,MM
777,I14,I14.2.16A.2,10,Ventral,Unheated,South Africa,93.11,0.07,2.79,244.99,305.09,550.08,74.69,39465476.76,MM
778,I14,I14.2.16A.25,1,Ventral,Unheated,South Africa,88.01,-0.07,2.47,237.03,324.07,561.1,73.03,47372144.15,MM
779,I14,I14.2.16A.25,2,Ventral,Unheated,South Africa,82.04,-0.23,2.41,191.07,332.46,523.53,69.07,45096953.75,MM
780,I14,I14.2.16A.25,3,Ventral,Unheated,South Africa,66.72,-0.74,3.62,217.37,251.35,468.72,51.52,44800579.62,MM
781,I14,I14.2.16A.25,4,Ventral,Unheated,South Africa,73.59,-0.2,2.27,193.42,237.37,430.79,61.87,40793203.39,MM
782,I14,I14.2.16A.25,5,Ventral,Unheated,South Africa,88.95,0.48,2.96,285.07,309.43,594.5,72.22,48282944.97,MM
783,I14,I14.2.16A.9,1,Dorsal,Unheated,South Africa,62.37,-0.2,2.89,180.36,198.73,379.09,49.43,28538384.79,MM
784,I14,I14.2.16A.9,2,Dorsal,Unheated,South Africa,50.92,-0.25,3.26,168.91,234,402.91,40.03,47966734.78,MM
785,I14,I14.2.16A.9,3,Dorsal,Unheated,South Africa,82.39,0.03,2.5,202.76,427.3,630.06,68.16,47884811.22,MM
786,I14,I14.2.16A.9,4,Dorsal,Unheated,South Africa,72.42,0.38,2.92,256.86,191.6,448.46,57.93,41254345.82,MM
787,I14,I14.2.16A.9,5,Dorsal,Unheated,South Africa,88.96,0.33,2.33,261.69,269.33,531.02,74.58,48679911.9,MM
788,I14,I14.2.16A.9,6,Ventral,Unheated,South Africa,93.94,0,2.19,244.24,263.3,507.54,79.2,40333903.32,MM
789,I14,I14.2.16A.9,7,Ventral,Unheated,South Africa,128.51,0.61,3.1,393.31,291.57,684.88,101.81,37477939.99,MM
790,I14,I14.2.16A.9,8,Ventral,Unheated,South Africa,81.78,-0.16,2.16,219.72,276.45,496.17,69.46,44187749.64,MM
791,I14,I14.2.16A.9,9,Ventral,Unheated,South Africa,61.09,-0.07,2.74,173.85,214.87,388.72,48.94,49131044.18,MM
792,I14,I14.2.16A.9,10,Ventral,Unheated,South Africa,85.98,0,2.53,215.3,272.56,487.86,69.93,41074347.36,MM
793,I14,I14.2.16A.14,1,Dorsal,Unheated,South Africa,131.09,0.98,3.41,410.06,281.92,691.98,103.12,47378026,MM
794,I14,I14.2.16A.14,2,Dorsal,Unheated,South Africa,63.09,0.78,4.15,271.62,225.85,497.47,47.51,40123846.34,MM
795,I14,I14.2.16A.14,3,Dorsal,Unheated,South Africa,91.44,-0.1,2.6,283.47,387.39,670.86,73.53,60613042.32,MM
796,I14,I14.2.16A.14,4,Dorsal,Unheated,South Africa,99.06,0.47,3.05,403.71,282.98,686.69,78.77,48718619.77,MM
797,I14,I14.2.16A.14,5,Dorsal,Unheated,South Africa,110.56,-0.25,3.51,375.68,343.34,719.02,84.58,49916482.19,MM
798,I14,I14.2.16A.14,6,Ventral,Unheated,South Africa,107.66,-0.45,3.08,273.55,361.97,635.52,85.06,36655671.05,MM
799,I14,I14.2.16A.14,7,Ventral,Unheated,South Africa,85.03,-0.34,3.07,224.94,411.19,636.13,68.04,47054485.23,MM
800,I14,I14.2.16A.14,8,Ventral,Unheated,South Africa,98.81,0.45,2.96,310.49,267.83,578.32,79.02,52251773.45,MM
801,I14,I14.2.16A.14,9,Ventral,Unheated,South Africa,77.22,-0.19,2.89,236.27,287.31,523.58,61.5,38673685.99,MM
802,I14,I14.2.16A.14,10,Ventral,Unheated,South Africa,90.64,0.19,2.63,277.43,287.74,565.17,72.95,38399093.96,MM
803,I14,I14.2.16A.38,1,Dorsal,Unheated,South Africa,109.38,-0.11,2.71,304.45,317.92,622.37,87.66,42682262.82,MM
804,I14,I14.2.16A.38,2,Dorsal,Unheated,South Africa,89.33,0.48,2.81,283.93,258.48,542.41,71.21,35287562.8,MM
805,I14,I14.2.16A.38,3,Dorsal,Unheated,South Africa,116.85,0.76,3.35,405.54,304.17,709.71,93.06,45591673.13,MM
806,I14,I14.2.16A.38,4,Dorsal,Unheated,South Africa,128.34,-1.01,4.87,401.5,520.38,921.88,92.18,25593929.93,MM
807,I14,I14.2.16A.38,5,Dorsal,Unheated,South Africa,109.39,-0.43,2.81,291.86,302.03,593.89,87.31,34922443.23,MM
808,I14,I14.2.16A.38,6,Ventral,Unheated,South Africa,97.54,0.16,2.53,258.61,332.17,590.78,79.94,42511894.16,MM
809,I14,I14.2.16A.38,7,Ventral,Unheated,South Africa,95.51,0.79,3.34,330.59,218.2,548.79,74.69,40532694.28,MM
810,I14,I14.2.16A.38,8,Ventral,Unheated,South Africa,97.29,-0.28,2.44,252.9,278.6,531.5,79.56,49643302.74,MM
811,I14,I14.2.16A.38,9,Ventral,Unheated,South Africa,72.66,0.34,2.89,250.33,192.48,442.81,57.64,45468410.72,MM
812,I14,I14.2.16A.38,10,Ventral,Unheated,South Africa,113.23,-0.3,2.48,279.16,341.7,620.86,92.4,46344083.53,MM
813,I14,I14.2.16A.18,1,Dorsal,Unheated,South Africa,147.92,-0.14,2.54,345.03,413.09,758.12,121.04,45984810.76,JM
814,I14,I14.2.16A.18,2,Dorsal,Unheated,South Africa,63.93,-0.11,2.82,203.27,199,402.27,51.24,45392888.21,JM
815,I14,I14.2.16A.18,3,Dorsal,Unheated,South Africa,134.37,0.2,2.46,403.53,341.14,744.67,109.95,43666370.66,JM
816,I14,I14.2.16A.18,4,Dorsal,Unheated,South Africa,94.6,0.91,4.96,466.67,286.87,753.54,72.56,45381650.34,JM
817,I14,I14.2.16A.18,5,Dorsal,Unheated,South Africa,115.24,-0.2,3.21,311,405.01,716.01,88.56,45650929.35,JM
818,I14,I14.2.16A.18,6,Ventral,Unheated,South Africa,126.79,-0.42,2.37,311.51,309.29,620.8,103.21,43132356.91,JM
819,I14,I14.2.16A.18,7,Ventral,Unheated,South Africa,107.75,-0.29,3.08,268.83,383.53,652.36,83.65,45986960.08,JM
820,I14,I14.2.16A.18,8,Ventral,Unheated,South Africa,114.16,-0.92,5.37,259.17,491.74,750.91,82.08,45962335.02,JM
821,I14,I14.2.16A.18,9,Ventral,Unheated,South Africa,62.25,-0.27,3.51,209.02,284.02,493.04,48.13,46327473.68,JM
822,I14,I14.2.16A.18,10,Ventral,Unheated,South Africa,139.91,0.16,3.38,433.81,412.43,846.24,106.68,46349212.51,JM
823,I14,I14.2.16A.21,1,Dorsal,Unheated,South Africa,148.58,-0.31,2.74,421,447.64,868.64,120,45887293.07,JM
824,I14,I14.2.16A.21,2,Dorsal,Unheated,South Africa,124.18,-0.11,2.49,286.54,366.47,653.01,102.29,45298011.11,JM
825,I14,I14.2.16A.21,3,Dorsal,Unheated,South Africa,120.03,-0.66,2.93,294.17,398.91,693.08,97.95,45814400.44,JM
826,I14,I14.2.16A.21,4,Dorsal,Unheated,South Africa,89.65,0.95,4.25,364.96,217.31,582.27,67.58,45972528.94,JM
827,I14,I14.2.16A.21,5,Ventral,Unheated,South Africa,126.85,-0.59,3.1,329.42,382.91,712.33,100.39,28885194.3,JM
828,I14,I14.2.16A.21,6,Ventral,Unheated,South Africa,121.46,-0.86,4,242.88,507.49,750.37,94.56,45452393.65,JM
829,I14,I14.2.16A.21,7,Ventral,Unheated,South Africa,123.95,-1.17,4.14,240.4,559.18,799.58,97.28,45894600.76,JM
830,I14,I14.2.16A.21,8,Ventral,Unheated,South Africa,111.65,-0.8,3.4,216.44,462.71,679.15,89.36,46629545.17,JM
831,I14,I14.2.16A.20,1,Dorsal,Unheated,South Africa,140.82,0.26,3.06,380.45,357.31,737.76,109.42,45665790.36,JM
832,I14,I14.2.16A.20,2,Dorsal,Unheated,South Africa,146.35,0.76,2.95,565.58,281.72,847.3,118.29,43648500.61,JM
833,I14,I14.2.16A.20,3,Dorsal,Unheated,South Africa,132.07,-0.18,2.06,296.61,309.83,606.44,112.35,42541908.18,JM
834,I14,I14.2.16A.20,4,Dorsal,Unheated,South Africa,148.05,0.01,2.79,496.34,405.61,901.95,119.2,44058283.7,JM
835,I14,I14.2.16A.20,5,Dorsal,Unheated,South Africa,102.23,0.65,4.92,503.82,313.77,817.59,76.98,46056782.26,JM
836,I14,I14.2.16A.20,6,Ventral,Unheated,South Africa,117.49,0.06,2.66,325.6,455.57,781.17,96.17,46012383.46,JM
837,I14,I14.2.16A.20,7,Ventral,Unheated,South Africa,137.19,-0.44,3.01,313.77,456.94,770.71,108.22,45723207.89,JM
